Domain,Area,Element,Item,Year,Unit,Value
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","48536.386307"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","48902.799819"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","48628.71231"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","49098.8438"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","50782.022217"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","52325.663115"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","53771.026978"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","55214.63387"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","57444.28701"
"Macro Indicators","Bulgaria","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","55170.256178"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","51595.396311"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","54155.00881"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","55239.125272"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","51265.518825"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","50638.147953"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","50594.288712"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","49414.59468"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","49218.01546"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","49006.694986"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","50242.787803"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","52031.101714"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","53806.642787"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","55313.60433"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","57205.879807"
"Macro Indicators","Croatia","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","52297.42121"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","19814.171969"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","20824.221227"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","21583.731139"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","21148.677459"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","21631.638175"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","21721.783432"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","20972.944227"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","19591.420928"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","19243.400214"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","19901.316089"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","21209.58942"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","22425.605584"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","23692.19646"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","25002.248243"
"Macro Indicators","Cyprus","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","23909.056381"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","163297.687891"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","172393.922455"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","177025.133391"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","168780.486813"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","172890.126531"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","175933.614513"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","174552.528076"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","174472.402053"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","178419.147314"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","188033.05046"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","192803.983942"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","202769.49032"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","209298.846486"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","215640.347579"
"Macro Indicators","Czechia","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","203773.72834"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","291913.222622"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","294567.411367"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","293059.176922"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","278680.088534"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","283894.168216"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","287689.202369"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","288340.817828"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","291032.020777"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","295744.975314"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","302673.070847"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","312497.708494"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","321315.569972"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","327708.263159"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","332602.543223"
"Macro Indicators","Denmark","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","325968.427711"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","21749.246483"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","23397.652436"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","22196.884689"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","18949.690212"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","19412.87088"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","20822.844112"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","21495.047268"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","21808.537193"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","22465.272195"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","22881.558192"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","23603.600591"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","24970.731682"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","25915.674323"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","26884.844527"
"Macro Indicators","Estonia","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","26736.708695"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","232012.33382"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","244307.448128"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","246222.806454"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","226341.675381"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","233552.827575"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","239502.970843"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","236155.807305"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","234026.39909"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","233172.41767"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","234440.080998"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","241031.264864"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","248725.970174"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","251560.74486"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","254641.732371"
"Macro Indicators","Finland","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","249026.527271"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","2278366.968973"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","2333611.358513"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","2339560.80608"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","2272337.881366"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","2316635.691191"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","2367432.577034"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","2374845.830988"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","2388532.701126"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","2411371.44583"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","2438207.896252"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","2464917.595623"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","2521399.210024"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","2568424.971675"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","2615760.319963"
"Macro Indicators","France","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","2412134.195518"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","3021954.625771"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","3111901.749296"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","3141772.244845"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","2962884.875161"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","3086729.981515"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","3207890.081561"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","3221315.024378"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","3235411.218771"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","3306899.034833"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","3356235.70412"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","3431079.755885"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","3523040.623051"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","3557609.846367"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","3595199.690689"
"Macro Indicators","Germany","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","3462292.754588"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","257435.237573"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","265863.016061"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","264971.916394"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","253576.179827"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","239683.669984"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","215357.419225"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","200095.687699"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","195061.283126"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","195989.178301"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","195604.861154"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","194651.91216"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","196777.790216"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","200060.872984"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","203830.694108"
"Macro Indicators","Greece","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","185477.678496"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","118257.499575"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","118585.51368"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","119776.044678"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","111873.380291"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","113077.422069"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","115188.39376"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","113748.278485"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","115798.616344"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","120699.456741"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","125174.166987"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","127929.252772"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","133394.359768"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","140547.408554"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","147374.90983"
"Macro Indicators","Hungary","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","140673.38387"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","218075.056356"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","229655.09967"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","219357.201869"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","208179.236317"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","211682.83335"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","213447.903611"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","213436.076675"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","215838.708605"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","234507.358423"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","291657.849794"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","297510.412582"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","324302.2478"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","351957.252731"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","371107.019965"
"Macro Indicators","Ireland","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","394058.272926"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","1961669.073616"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","1990840.524374"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","1971688.382894"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","1867564.75745"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","1899561.666733"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","1912997.899849"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","1855973.235106"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","1821803.553097"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","1821720.705809"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","1835899.23732"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","1859645.909744"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","1890662.182181"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","1908166.139522"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","1917386.366186"
"Macro Indicators","Italy","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","1744055.531969"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","26377.356641"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","28999.772766"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","28057.535139"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","24056.491337"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","22984.638185"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","23576.19666"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","25236.4907"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","25743.231075"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","26232.911784"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","27252.128627"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","27897.626564"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","28821.728731"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","29972.250207"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","30742.448286"
"Macro Indicators","Latvia","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","30065.196658"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","34841.254107"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","38711.239487"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","39723.315049"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","33828.927896"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","34387.524906"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","36464.190341"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","37865.8245"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","39210.088852"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","40596.953568"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","41418.872976"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","42462.143259"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","44280.625712"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","46048.888511"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","48178.6971"
"Macro Indicators","Lithuania","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","48168.211982"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","49897.098475"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","53938.098626"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","53776.189294"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","52034.403246"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","53991.112018"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","54554.940496"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","55455.043567"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","57213.96137"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2014","million USD","58714.732789"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2015","million USD","60047.430684"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2016","million USD","63036.706136"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2017","million USD","63867.017852"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2018","million USD","64645.7624"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2019","million USD","66145.495733"
"Macro Indicators","Luxembourg","Value US$, 2015 prices","Gross Domestic Product","2020","million USD","65618.02801"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2006","million USD","7503.945824"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2007","million USD","7862.2853"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2008","million USD","8163.064211"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2009","million USD","8070.568041"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2010","million USD","8517.96558"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2011","million USD","8557.67017"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2012","million USD","8910.131593"
"Macro Indicators","Malta","Value US$, 2015 prices","Gross Domestic Product","2013","million USD","9397.788255"
