Domain,Area,Element,Item,Year,Unit,Value
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2005","%","54.93"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2006","%","51.77"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2007","%","51.07"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2008","%","49.93"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2009","%","48.78"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2010","%","47.56"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2011","%","47.7"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2012","%","47.7"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2013","%","48.48"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2014","%","50.82"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2015","%","50.77"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2016","%","50.25"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2017","%","50.9"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2018","%","51.08"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2019","%","51.25"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2020","%","52.29"
"Land Use","Albania","Share in Cropland","Land area equipped for irrigation","2021","%","52.53"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2000","%","7.33"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2001","%","7.51"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2002","%","7.62"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2003","%","8.76"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2004","%","9.56"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2005","%","9.86"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2006","%","10.15"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2007","%","10.8"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2008","%","11.56"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2009","%","12.33"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2010","%","13.09"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2011","%","13.84"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2012","%","14.59"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2013","%","15.23"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2014","%","16.12"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2015","%","16.07"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2016","%","16.16"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2017","%","16.09"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2018","%","16.17"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2019","%","16.24"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2020","%","16.24"
"Land Use","Algeria","Share in Cropland","Land area equipped for irrigation","2021","%","16.24"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2002","%","17.65"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2003","%","17.44"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2004","%","18.52"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2005","%","18.75"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2006","%","19.23"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2007","%","19.48"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2008","%","19.74"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2009","%","19.48"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2010","%","19.48"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2011","%","19.48"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2012","%","19.74"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2013","%","18.52"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2014","%","18.75"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2015","%","18.52"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2016","%","18.29"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2017","%","18.29"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2018","%","17.98"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2019","%","18.75"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2020","%","19.3"
"Land Use","Andorra","Share in Cropland","Land area equipped for irrigation","2021","%","19.84"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2000","%","2.63"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2001","%","2.63"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2002","%","2.58"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2003","%","2.43"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2004","%","2.43"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2005","%","2.44"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2006","%","2.44"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2007","%","2.38"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2008","%","2.38"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2009","%","2.02"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2010","%","1.93"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2011","%","1.73"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2012","%","1.73"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2013","%","1.67"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2014","%","1.61"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2015","%","1.58"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2016","%","1.51"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2017","%","1.51"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2018","%","1.51"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2019","%","1.51"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2020","%","1.5"
"Land Use","Angola","Share in Cropland","Land area equipped for irrigation","2021","%","1.5"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2000","%","3.4"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2001","%","3.8"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2002","%","4"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2003","%","4.4"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2004","%","4.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2005","%","5"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2006","%","5.2"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2007","%","5.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2008","%","5.8"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2009","%","6.2"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2010","%","6.4"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2011","%","6.8"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2012","%","7"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2013","%","7.4"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2014","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2015","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2016","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2017","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2018","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2019","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2020","%","7.6"
"Land Use","Antigua and Barbuda","Share in Cropland","Land area equipped for irrigation","2021","%","7.6"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2000","%","5.46"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2001","%","5.45"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2002","%","5.54"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2003","%","5.35"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2004","%","5.29"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2005","%","5.23"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2006","%","5.19"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2007","%","5.23"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2008","%","5.65"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2009","%","6.07"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2010","%","5.77"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2011","%","5.95"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2012","%","5.8"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2013","%","5.84"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2014","%","5.86"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2015","%","5.7"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2016","%","5.73"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2017","%","5.7"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2018","%","5.71"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2019","%","5.63"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2020","%","5.47"
"Land Use","Argentina","Share in Cropland","Land area equipped for irrigation","2021","%","5.45"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2000","%","56.15"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2001","%","55.58"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2002","%","55.8"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2003","%","54.74"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2004","%","52.83"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2005","%","52.12"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2006","%","51.52"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2007","%","50.58"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2008","%","49.9"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2009","%","49.22"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2010","%","48.25"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2011","%","47.49"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2012","%","46.41"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2013","%","45.46"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2014","%","44.71"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2015","%","43.9"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2016","%","43.02"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2017","%","42.25"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2018","%","41.29"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2019","%","41.21"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2020","%","41.5"
"Land Use","Armenia","Share in Cropland","Land area equipped for irrigation","2021","%","41.58"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2000","%","10.03"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2001","%","10.22"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2002","%","10.58"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2003","%","10.8"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2004","%","9.76"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2005","%","9.52"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2006","%","10.36"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2007","%","10.82"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2008","%","10.45"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2009","%","9.25"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2010","%","9.8"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2011","%","7.94"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2012","%","7.96"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2013","%","8.05"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2014","%","7.88"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2015","%","8.11"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2016","%","8.38"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2017","%","8.19"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2018","%","8.13"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2019","%","8.23"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2020","%","8.21"
"Land Use","Australia","Share in Cropland","Land area equipped for irrigation","2021","%","8.04"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2000","%","6.39"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2001","%","6.38"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2002","%","6.32"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2003","%","6.2"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2004","%","7.26"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2005","%","8.29"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2006","%","8.23"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2007","%","8.1"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2008","%","8.15"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2009","%","8.17"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2010","%","8.19"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2011","%","8.28"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2012","%","8.38"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2013","%","8.45"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2014","%","7.97"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2015","%","7.51"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2016","%","7.07"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2017","%","7.15"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2018","%","7.16"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2019","%","7.17"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2020","%","7.17"
"Land Use","Austria","Share in Cropland","Land area equipped for irrigation","2021","%","7.19"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2000","%","69.34"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2001","%","69.33"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2002","%","69.12"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2003","%","69.08"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2004","%","69.3"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2005","%","69.4"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2006","%","69.48"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2007","%","68.94"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2008","%","68.62"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2009","%","67.77"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2010","%","67.49"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2011","%","67.41"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2012","%","67.1"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2013","%","66.58"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2014","%","66.61"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2015","%","65.96"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2016","%","64.23"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2017","%","61.75"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2018","%","61.6"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2019","%","61.55"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2020","%","62.8"
"Land Use","Azerbaijan","Share in Cropland","Land area equipped for irrigation","2021","%","62.84"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2000","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2001","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2002","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2003","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2004","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2005","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2006","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2007","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2008","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2009","%","11.11"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2010","%","10"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2011","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2012","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2013","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2014","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2015","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2016","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2017","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2018","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2019","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2020","%","9.09"
"Land Use","Bahamas","Share in Cropland","Land area equipped for irrigation","2021","%","9.09"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2000","%","67.8"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2001","%","69.08"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2002","%","70.3"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2003","%","71.68"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2004","%","72.99"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2005","%","74.49"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2006","%","74.57"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2007","%","75.78"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2008","%","76.68"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2009","%","77.98"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2010","%","78.97"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2011","%","80.38"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2012","%","81.47"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2013","%","83"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2014","%","84.2"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2015","%","86.34"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2016","%","88.39"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2017","%","90.75"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2018","%","90.98"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2019","%","90.98"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2020","%","90.98"
"Land Use","Bahrain","Share in Cropland","Land area equipped for irrigation","2021","%","90.98"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2000","%","47.58"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2001","%","50.22"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2002","%","52.52"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2003","%","54.14"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2004","%","55.22"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2005","%","55.96"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2006","%","56.59"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2007","%","57.12"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2008","%","58.36"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2009","%","58.99"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2010","%","59.95"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2011","%","61.73"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2012","%","62.18"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2013","%","63.38"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2014","%","63.07"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2015","%","62.26"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2016","%","61.68"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2017","%","61.93"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2018","%","61.59"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2019","%","83.88"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2020","%","84.47"
"Land Use","Bangladesh","Share in Cropland","Land area equipped for irrigation","2021","%","83.9"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2000","%","31.25"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2001","%","31.25"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2002","%","33.33"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2003","%","33.33"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2004","%","35.71"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2005","%","38.57"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2006","%","38.57"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2007","%","38.57"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2008","%","38.57"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2009","%","38.57"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2010","%","41.54"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2011","%","45"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2012","%","49.09"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2013","%","51.43"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2014","%","54"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2015","%","60"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2016","%","67.5"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2017","%","67.5"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2018","%","67.5"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2019","%","67.5"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2020","%","67.5"
"Land Use","Barbados","Share in Cropland","Land area equipped for irrigation","2021","%","67.5"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2000","%","2"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2001","%","2.04"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2002","%","2.09"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2003","%","2.02"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2004","%","2.03"
"Land Use","Belarus","Share in Cropland","Land area equipped for irrigation","2005","%","2.03"
